--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
Epoch 1/200 | Train Loss: 0.995842 | Val Loss: 6.977226 | Time: 103.04s
Epoch 41/200 | Train Loss: 0.968794 | Val Loss: 6.910941 | Time: 3873.51s
Epoch 42/200 | Train Loss: 0.971654 | Val Loss: 6.926107 | Time: 3970.13s
Epoch 43/200 | Train Loss: 0.970381 | Val Loss: 6.982409 | Time: 4068.60s
Epoch 44/200 | Train Loss: 0.980935 | Val Loss: 6.868271 | Time: 4164.41s
Epoch 45/200 | Train Loss: 0.970033 | Val Loss: 6.882710 | Time: 4260.92s
Epoch 46/200 | Train Loss: 0.973103 | Val Loss: 6.933882 | Time: 4358.57s
Epoch 47/200 | Train Loss: 0.955863 | Val Loss: 6.948983 | Time: 4458.92s
Epoch 48/200 | Train Loss: 0.983721 | Val Loss: 6.904445 | Time: 4554.96s
Epoch 49/200 | Train Loss: 0.964242 | Val Loss: 6.894677 | Time: 4645.77s
Epoch 50/200 | Train Loss: 0.974593 | Val Loss: 6.899112 | Time: 4743.62s
Epoch 51/200 | Train Loss: 0.959902 | Val Loss: 6.853174 | Time: 4839.83s
Epoch 52/200 | Train Loss: 0.968499 | Val Loss: 6.983612 | Time: 4933.63s
Epoch 53/200 | Train Loss: 0.961067 | Val Loss: 6.885404 | Time: 5025.02s
Epoch 54/200 | Train Loss: 0.974280 | Val Loss: 6.953532 | Time: 5120.33s
Epoch 55/200 | Train Loss: 0.971495 | Val Loss: 6.969477 | Time: 5215.08s
Epoch 56/200 | Train Loss: 0.968204 | Val Loss: 6.972928 | Time: 5307.50s
Epoch 57/200 | Train Loss: 0.964658 | Val Loss: 6.830608 | Time: 5405.66s
Epoch 58/200 | Train Loss: 0.960300 | Val Loss: 6.821888 | Time: 5501.06s
Epoch 59/200 | Train Loss: 0.970330 | Val Loss: 6.829371 | Time: 5595.51s
Epoch 60/200 | Train Loss: 0.973443 | Val Loss: 6.901327 | Time: 5690.86s
Epoch 61/200 | Train Loss: 0.965381 | Val Loss: 6.859127 | Time: 5791.52s
Epoch 62/200 | Train Loss: 0.972053 | Val Loss: 6.847101 | Time: 5890.67s
Epoch 63/200 | Train Loss: 0.963453 | Val Loss: 6.907604 | Time: 5995.77s
Epoch 64/200 | Train Loss: 0.969336 | Val Loss: 6.975737 | Time: 6091.60s
Epoch 65/200 | Train Loss: 0.968176 | Val Loss: 6.848531 | Time: 6187.51s
Epoch 66/200 | Train Loss: 0.974202 | Val Loss: 6.918055 | Time: 6283.95s
Epoch 67/200 | Train Loss: 0.981485 | Val Loss: 6.892331 | Time: 6380.65s
Epoch 68/200 | Train Loss: 0.965520 | Val Loss: 6.958662 | Time: 6478.46s
Epoch 69/200 | Train Loss: 0.967823 | Val Loss: 6.888030 | Time: 6576.44s
Epoch 70/200 | Train Loss: 0.956722 | Val Loss: 6.907268 | Time: 6678.83s
Epoch 71/200 | Train Loss: 0.962191 | Val Loss: 6.893409 | Time: 6778.60s
Epoch 72/200 | Train Loss: 0.962239 | Val Loss: 6.965737 | Time: 6882.00s
Epoch 73/200 | Train Loss: 0.961632 | Val Loss: 6.925687 | Time: 6981.09s
Epoch 74/200 | Train Loss: 0.977747 | Val Loss: 6.932632 | Time: 7077.76s
Epoch 75/200 | Train Loss: 0.975525 | Val Loss: 6.912638 | Time: 7176.86s
Epoch 76/200 | Train Loss: 0.964698 | Val Loss: 7.011965 | Time: 7277.15s
Epoch 77/200 | Train Loss: 0.984861 | Val Loss: 6.912637 | Time: 7372.28s
Epoch 78/200 | Train Loss: 0.963200 | Val Loss: 6.820883 | Time: 7471.37s
Epoch 79/200 | Train Loss: 0.970191 | Val Loss: 6.893964 | Time: 7569.96s
Epoch 80/200 | Train Loss: 0.961147 | Val Loss: 6.991592 | Time: 7664.38s
Epoch 81/200 | Train Loss: 0.971969 | Val Loss: 6.922957 | Time: 7762.62s
Epoch 82/200 | Train Loss: 0.965804 | Val Loss: 6.896608 | Time: 7859.42s
Epoch 83/200 | Train Loss: 0.953948 | Val Loss: 6.815583 | Time: 7955.34s
Epoch 84/200 | Train Loss: 0.966514 | Val Loss: 6.859152 | Time: 8056.76s
Epoch 85/200 | Train Loss: 0.961593 | Val Loss: 6.948164 | Time: 8156.86s
Epoch 86/200 | Train Loss: 0.962897 | Val Loss: 6.888279 | Time: 8255.36s
Epoch 87/200 | Train Loss: 0.966982 | Val Loss: 6.874441 | Time: 8351.01s
Epoch 88/200 | Train Loss: 0.973109 | Val Loss: 6.793940 | Time: 8451.32s
Epoch 89/200 | Train Loss: 0.971771 | Val Loss: 6.858197 | Time: 8549.19s
Epoch 90/200 | Train Loss: 0.961675 | Val Loss: 6.827870 | Time: 8645.66s
Epoch 91/200 | Train Loss: 0.959083 | Val Loss: 6.863803 | Time: 8742.47s
Epoch 92/200 | Train Loss: 0.960358 | Val Loss: 6.912639 | Time: 8839.27s
Epoch 93/200 | Train Loss: 0.968208 | Val Loss: 6.849381 | Time: 8936.22s
Epoch 94/200 | Train Loss: 0.964315 | Val Loss: 6.941357 | Time: 9032.37s
Epoch 95/200 | Train Loss: 0.969813 | Val Loss: 6.942501 | Time: 9134.53s
Epoch 96/200 | Train Loss: 0.965397 | Val Loss: 6.844311 | Time: 9232.73s
Epoch 97/200 | Train Loss: 0.961595 | Val Loss: 6.856787 | Time: 9332.50s
Epoch 98/200 | Train Loss: 0.966006 | Val Loss: 6.911963 | Time: 9435.43s
Epoch 99/200 | Train Loss: 0.969194 | Val Loss: 6.939817 | Time: 9534.53s
Epoch 100/200 | Train Loss: 0.964812 | Val Loss: 6.957678 | Time: 9633.42s
Epoch 101/200 | Train Loss: 0.974811 | Val Loss: 6.898978 | Time: 9733.43s
Epoch 102/200 | Train Loss: 0.967399 | Val Loss: 6.941301 | Time: 9836.29s
Epoch 103/200 | Train Loss: 0.966983 | Val Loss: 6.869900 | Time: 9933.55s
Epoch 104/200 | Train Loss: 0.965794 | Val Loss: 6.886540 | Time: 10029.29s
Epoch 105/200 | Train Loss: 0.964021 | Val Loss: 6.929960 | Time: 10126.16s
Epoch 106/200 | Train Loss: 0.955832 | Val Loss: 6.922530 | Time: 10224.49s
Epoch 107/200 | Train Loss: 0.964906 | Val Loss: 6.942731 | Time: 10323.51s
Epoch 108/200 | Train Loss: 0.968437 | Val Loss: 6.900757 | Time: 10415.69s
Epoch 109/200 | Train Loss: 0.956737 | Val Loss: 6.967236 | Time: 10511.10s
Epoch 110/200 | Train Loss: 0.958972 | Val Loss: 6.888640 | Time: 10608.53s
Epoch 111/200 | Train Loss: 0.949929 | Val Loss: 7.045159 | Time: 10708.86s
Epoch 112/200 | Train Loss: 0.946620 | Val Loss: 6.943330 | Time: 10811.43s
Epoch 113/200 | Train Loss: 0.962438 | Val Loss: 6.897094 | Time: 10907.39s
Epoch 114/200 | Train Loss: 0.958973 | Val Loss: 6.939966 | Time: 10998.98s
Epoch 115/200 | Train Loss: 0.956339 | Val Loss: 6.966633 | Time: 11091.59s
Epoch 116/200 | Train Loss: 0.963530 | Val Loss: 6.878098 | Time: 11184.74s
Epoch 117/200 | Train Loss: 0.963400 | Val Loss: 6.964082 | Time: 11276.37s
Epoch 118/200 | Train Loss: 0.953532 | Val Loss: 6.879996 | Time: 11371.48s
Epoch 119/200 | Train Loss: 0.943633 | Val Loss: 6.881868 | Time: 11467.78s
Epoch 120/200 | Train Loss: 0.953441 | Val Loss: 6.972867 | Time: 11563.45s
Epoch 121/200 | Train Loss: 0.941483 | Val Loss: 6.929564 | Time: 11656.94s
Epoch 122/200 | Train Loss: 0.937515 | Val Loss: 6.868740 | Time: 11749.20s
Epoch 123/200 | Train Loss: 0.961846 | Val Loss: 6.892694 | Time: 11842.69s
Epoch 124/200 | Train Loss: 0.932622 | Val Loss: 6.976913 | Time: 11936.84s
Epoch 125/200 | Train Loss: 0.937846 | Val Loss: 7.028124 | Time: 12033.34s
Epoch 126/200 | Train Loss: 0.941607 | Val Loss: 7.027140 | Time: 12133.23s
Epoch 127/200 | Train Loss: 0.918101 | Val Loss: 6.972311 | Time: 12231.45s
Epoch 128/200 | Train Loss: 0.912750 | Val Loss: 6.930228 | Time: 12329.64s
Epoch 129/200 | Train Loss: 0.912796 | Val Loss: 7.071641 | Time: 12424.85s
Epoch 130/200 | Train Loss: 0.901267 | Val Loss: 7.069019 | Time: 12521.79s
Epoch 131/200 | Train Loss: 0.898237 | Val Loss: 7.016096 | Time: 12615.14s
Epoch 132/200 | Train Loss: 0.851016 | Val Loss: 7.052084 | Time: 12712.78s
Epoch 133/200 | Train Loss: 0.805597 | Val Loss: 7.081783 | Time: 12812.23s
Epoch 134/200 | Train Loss: 0.779641 | Val Loss: 7.031391 | Time: 12908.70s
Epoch 135/200 | Train Loss: 0.722437 | Val Loss: 7.162167 | Time: 13004.84s
Epoch 136/200 | Train Loss: 0.665939 | Val Loss: 7.051636 | Time: 13098.46s
Epoch 137/200 | Train Loss: 0.668212 | Val Loss: 7.118309 | Time: 13192.79s
Epoch 138/200 | Train Loss: 0.643855 | Val Loss: 7.150979 | Time: 13288.40s
Epoch 139/200 | Train Loss: 0.633174 | Val Loss: 7.264506 | Time: 13387.00s
Epoch 140/200 | Train Loss: 0.644021 | Val Loss: 7.297200 | Time: 13483.96s
Epoch 141/200 | Train Loss: 0.657718 | Val Loss: 7.097290 | Time: 13577.66s
Epoch 142/200 | Train Loss: 0.657353 | Val Loss: 7.060639 | Time: 13674.36s
Epoch 143/200 | Train Loss: 0.602244 | Val Loss: 7.308654 | Time: 13770.94s
Epoch 144/200 | Train Loss: 0.649325 | Val Loss: 7.092092 | Time: 13867.94s
Epoch 145/200 | Train Loss: 0.596050 | Val Loss: 7.223118 | Time: 13968.28s
Epoch 146/200 | Train Loss: 0.607756 | Val Loss: 7.208541 | Time: 14065.56s
Epoch 147/200 | Train Loss: 0.590229 | Val Loss: 7.199765 | Time: 14168.12s
Epoch 148/200 | Train Loss: 0.607948 | Val Loss: 7.112268 | Time: 14270.79s
Epoch 149/200 | Train Loss: 0.598070 | Val Loss: 7.234091 | Time: 14370.21s
Epoch 150/200 | Train Loss: 0.578847 | Val Loss: 7.151886 | Time: 14470.82s
Epoch 151/200 | Train Loss: 0.588696 | Val Loss: 7.150197 | Time: 14564.26s
Epoch 152/200 | Train Loss: 0.587424 | Val Loss: 7.237234 | Time: 14660.83s
Epoch 153/200 | Train Loss: 0.579223 | Val Loss: 7.211121 | Time: 14762.13s
Epoch 154/200 | Train Loss: 0.581896 | Val Loss: 7.081621 | Time: 14862.73s
Epoch 155/200 | Train Loss: 0.579268 | Val Loss: 7.001535 | Time: 14963.95s
Epoch 156/200 | Train Loss: 0.589125 | Val Loss: 7.056325 | Time: 15065.30s
Epoch 157/200 | Train Loss: 0.584704 | Val Loss: 7.276234 | Time: 15161.69s
Epoch 158/200 | Train Loss: 0.572183 | Val Loss: 7.164375 | Time: 15258.81s
Epoch 159/200 | Train Loss: 0.570596 | Val Loss: 7.429127 | Time: 15354.84s
Epoch 160/200 | Train Loss: 0.566495 | Val Loss: 7.142090 | Time: 15454.87s
Epoch 161/200 | Train Loss: 0.581675 | Val Loss: 7.140020 | Time: 15549.55s
Epoch 162/200 | Train Loss: 0.646379 | Val Loss: 7.066540 | Time: 15634.77s
Epoch 163/200 | Train Loss: 0.848735 | Val Loss: 6.989413 | Time: 15716.60s
Epoch 164/200 | Train Loss: 0.689735 | Val Loss: 7.140929 | Time: 15802.23s
Epoch 165/200 | Train Loss: 0.586928 | Val Loss: 7.252708 | Time: 15889.75s
Epoch 166/200 | Train Loss: 0.574773 | Val Loss: 7.142775 | Time: 15975.81s
Epoch 167/200 | Train Loss: 0.566167 | Val Loss: 6.965480 | Time: 16064.47s
Epoch 168/200 | Train Loss: 0.574121 | Val Loss: 6.949387 | Time: 16151.45s
Epoch 169/200 | Train Loss: 0.573956 | Val Loss: 7.100572 | Time: 16240.65s
Epoch 170/200 | Train Loss: 0.570516 | Val Loss: 7.196261 | Time: 16334.51s
Epoch 171/200 | Train Loss: 0.560636 | Val Loss: 7.038768 | Time: 16423.37s
Epoch 172/200 | Train Loss: 0.565472 | Val Loss: 7.097256 | Time: 16513.52s
Epoch 173/200 | Train Loss: 0.557934 | Val Loss: 7.035118 | Time: 16599.38s
Epoch 174/200 | Train Loss: 0.558798 | Val Loss: 7.036787 | Time: 16685.63s
Epoch 175/200 | Train Loss: 0.560359 | Val Loss: 6.946518 | Time: 16771.47s
Epoch 176/200 | Train Loss: 0.555601 | Val Loss: 7.230991 | Time: 16858.43s
Epoch 177/200 | Train Loss: 0.555040 | Val Loss: 7.076707 | Time: 16946.60s
Epoch 178/200 | Train Loss: 0.561604 | Val Loss: 6.923095 | Time: 17034.46s
Epoch 179/200 | Train Loss: 0.567290 | Val Loss: 6.921777 | Time: 17123.43s
Epoch 180/200 | Train Loss: 0.563501 | Val Loss: 7.092491 | Time: 17209.51s
Epoch 181/200 | Train Loss: 0.558013 | Val Loss: 7.076825 | Time: 17297.57s
Epoch 182/200 | Train Loss: 0.559212 | Val Loss: 7.088835 | Time: 17385.81s
Epoch 183/200 | Train Loss: 0.558805 | Val Loss: 7.183895 | Time: 17474.79s
Epoch 184/200 | Train Loss: 0.554065 | Val Loss: 6.948597 | Time: 17562.39s
Epoch 185/200 | Train Loss: 0.549193 | Val Loss: 6.796495 | Time: 17649.86s
Epoch 186/200 | Train Loss: 0.554362 | Val Loss: 7.116542 | Time: 17739.69s
Epoch 187/200 | Train Loss: 0.568023 | Val Loss: 7.322720 | Time: 17827.37s
Epoch 188/200 | Train Loss: 0.561879 | Val Loss: 7.273080 | Time: 17915.50s
Epoch 189/200 | Train Loss: 0.553051 | Val Loss: 7.132944 | Time: 18006.65s
Epoch 190/200 | Train Loss: 0.556191 | Val Loss: 7.226724 | Time: 18099.89s
Epoch 191/200 | Train Loss: 0.598194 | Val Loss: 6.864672 | Time: 18187.76s
Epoch 192/200 | Train Loss: 0.598235 | Val Loss: 7.253642 | Time: 18276.71s
Epoch 193/200 | Train Loss: 0.549368 | Val Loss: 7.387118 | Time: 18362.25s
Epoch 194/200 | Train Loss: 0.546621 | Val Loss: 7.280764 | Time: 18450.70s
Epoch 195/200 | Train Loss: 0.562461 | Val Loss: 7.122796 | Time: 18538.17s
Epoch 196/200 | Train Loss: 0.547156 | Val Loss: 7.238768 | Time: 18624.55s
Epoch 197/200 | Train Loss: 0.542117 | Val Loss: 7.190673 | Time: 18709.75s
Epoch 198/200 | Train Loss: 0.550902 | Val Loss: 7.349042 | Time: 18795.89s
Epoch 199/200 | Train Loss: 0.554266 | Val Loss: 7.093789 | Time: 18881.51s
Epoch 200/200 | Train Loss: 0.548652 | Val Loss: 7.195275 | Time: 18969.56s
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 4
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_labeled_root: ./data/Task2/train-labeled
train_unlabeled_root: ./data/Task2/train-unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 4
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_labeled_root: ./data/Task2/Train-Labeled
train_unlabeled_root: ./data/Task2/Train-Unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 4
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_labeled_root: ./data/Task2/Train-Labeled
train_unlabeled_root: ./data/Task2/Train-Unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_labeled_root: ./data/Task2/Train-Labeled
train_unlabeled_root: ./data/Task2/Train-Unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_labeled_root: ./data/Task2/Train-Labeled
train_unlabeled_root: ./data/Task2/Train-Unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_labeled_root: ./data/Task2/Train-Labeled
train_unlabeled_root: ./data/Task2/Train-Unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_labeled_root: ./data/Task2/Train-Labeled
train_unlabeled_root: ./data/Task2/Train-Unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_labeled_root: ./data/Task2/Train-Labeled
train_unlabeled_root: ./data/Task2/Train-Unlabeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
Epoch 1/200 | Train Loss: 1.013832 | Val Loss: inf | Time: 102.63s
Epoch 2/200 | Train Loss: 1.003570 | Val Loss: inf | Time: 202.64s
--- Experiment started: lower_jaw_registration_v1 ---
Configuration:
batch_size: 1
device: cuda
epochs: 200
experiment_name: lower_jaw_registration_v1
feature_dim: 128
jaw_type: lower
learning_rate: 0.0001
num_points_cbct: 8192
num_points_stl: 4096
num_workers: 4
output_dir: ./experiments
train_data_root: ./data/Task2/Train-Labeled
val_data_root: ./data/Task2/Validation

Using device: cuda
Epoch 1/200 | Train Loss: 1.014784 | Val Loss: 3.482258 | Time: 97.55s
  -> New best model saved with validation loss: 3.482258
Epoch 2/200 | Train Loss: 1.014159 | Val Loss: 3.392875 | Time: 193.17s
  -> New best model saved with validation loss: 3.392875
Epoch 3/200 | Train Loss: 0.986349 | Val Loss: 3.411533 | Time: 286.31s
Epoch 4/200 | Train Loss: 0.989979 | Val Loss: 3.456078 | Time: 380.17s
Epoch 5/200 | Train Loss: 0.994347 | Val Loss: 3.449436 | Time: 479.01s
Epoch 6/200 | Train Loss: 0.987131 | Val Loss: 3.472991 | Time: 570.69s
Epoch 7/200 | Train Loss: 0.984754 | Val Loss: 3.467906 | Time: 665.44s
Epoch 8/200 | Train Loss: 0.973825 | Val Loss: 3.411334 | Time: 757.21s
Epoch 9/200 | Train Loss: 0.983401 | Val Loss: 3.436249 | Time: 849.00s
Epoch 10/200 | Train Loss: 0.993034 | Val Loss: 3.433349 | Time: 944.06s
Epoch 11/200 | Train Loss: 0.973640 | Val Loss: 3.442066 | Time: 1040.24s
Epoch 12/200 | Train Loss: 0.977316 | Val Loss: 3.443417 | Time: 1143.03s
Epoch 13/200 | Train Loss: 0.965190 | Val Loss: 3.452092 | Time: 1242.30s
Epoch 14/200 | Train Loss: 0.962387 | Val Loss: 3.470477 | Time: 1336.79s
Epoch 15/200 | Train Loss: 0.977303 | Val Loss: 3.411544 | Time: 1432.74s
Epoch 16/200 | Train Loss: 0.989986 | Val Loss: 3.428606 | Time: 1530.67s
Epoch 17/200 | Train Loss: 0.971063 | Val Loss: 3.448774 | Time: 1624.24s
Epoch 18/200 | Train Loss: 0.975707 | Val Loss: 3.420555 | Time: 1715.01s
Epoch 19/200 | Train Loss: 0.984557 | Val Loss: 3.412375 | Time: 1805.26s
Epoch 20/200 | Train Loss: 0.974243 | Val Loss: 3.427662 | Time: 1896.79s
